Nazwa,Rok,Szpitale,Pielegniarki_Polozne,Lekarze,Apteki,Punkty_apteczne,Osoby_swiadczenia_spoleczne,Placowki_ambulatoryjne,Ludnosc,Lozka,lekarze_na_10tys,pielegniarki_polozne_na_10tys,apteki_na_10tys,punkty_apteczne_na_10tys,apteki_i_punkty_na_10tys,szpitale_na_10tys,lozka_na_10tys,placowki_ambulatoryjne_na_10tys,mieszkancow_na_apteke,lekarze_na_10tys_norm,pielegniarki_polozne_na_10tys_norm,apteki_i_punkty_na_10tys_norm,szpitale_na_10tys_norm,lozka_na_10tys_norm,placowki_ambulatoryjne_na_10tys_norm,indeks_dostepnosci,miejsce_w_rankingu
Małopolskie,2023,69.0,21421.0,16441.0,999.0,117.0,102065.0,2165.0,3429632.0,13416.0,47.94,62.46,2.91,0.34,3.25,0.2,39.12,6.31,3433.07,0.41542649727767683,0.35309667673716016,0.36874999999999997,0.2500000000000001,0.2511284366023799,0.7165898617511519,0.392,12
Kujawsko-Pomorskie,2023,43.0,12046.0,7596.0,567.0,84.0,97376.0,1039.0,1996003.0,8358.0,38.06,60.35,2.84,0.42,3.26,0.22,41.87,5.21,3520.29,0.23611615245009074,0.3132552870090635,0.37499999999999983,0.3500000000000001,0.36397209684037746,0.4631336405529954,0.35,13
Lubuskie,2023,24.0,4956.0,2839.0,278.0,42.0,41703.0,621.0,975023.0,3766.0,29.12,50.83,2.85,0.43,3.28,0.25,38.62,6.37,3507.28,0.07386569872958257,0.13349697885196374,0.3874999999999999,0.5000000000000001,0.23061140746819853,0.7304147465437788,0.343,14
Wielkopolskie,2023,57.0,18481.0,12952.0,1196.0,117.0,110216.0,2056.0,3487973.0,13309.0,37.13,52.98,3.43,0.34,3.76,0.16,38.16,5.89,2916.37,0.2192377495462795,0.17409365558912385,0.6874999999999999,0.05000000000000005,0.21173574066475162,0.6198156682027649,0.327,15
Pomorskie,2023,40.0,11744.0,10154.0,652.0,37.0,80487.0,1252.0,2359573.0,7787.0,43.03,49.77,2.76,0.16,2.92,0.17,33.0,5.31,3618.98,0.32631578947368417,0.11348187311178257,0.1624999999999999,0.1000000000000001,0.0,0.48617511520737317,0.198,16
Podlaskie,2024,37.0,8042.0,5984.0,363.0,38.0,46546.0,854.0,1132641.0,5294.0,52.83,71.0,3.2,0.34,3.54,0.33,46.74,7.54,3120.22,0.504174228675136,0.5143504531722055,0.55,0.9000000000000001,0.5638079606073042,1.0,0.672,1
Łódzkie,2024,64.0,15175.0,13569.0,774.0,70.0,76695.0,1734.0,2345924.0,11345.0,57.84,64.69,3.3,0.3,3.6,0.27,48.36,7.39,3030.91,0.5950998185117967,0.3952039274924471,0.5875000000000001,0.6000000000000002,0.6302831350020518,0.965437788018433,0.629,2
Śląskie,2024,143.0,29492.0,22388.0,1268.0,84.0,106336.0,2851.0,4291441.0,21024.0,52.17,68.72,2.95,0.2,3.15,0.33,48.99,6.64,3384.42,0.49219600725952806,0.47129909365558914,0.3062499999999999,0.9000000000000001,0.6561345917111204,0.792626728110599,0.603,3
Lubelskie,2024,44.0,15385.0,10703.0,699.0,53.0,57977.0,1324.0,1996440.0,9533.0,53.61,77.06,3.5,0.27,3.77,0.22,47.75,6.63,2856.14,0.5183303085299454,0.6287764350453173,0.6937500000000001,0.3500000000000001,0.6052523594583505,0.7903225806451613,0.598,4
Świętokrzyskie,2024,25.0,8985.0,5029.0,350.0,42.0,48747.0,683.0,1157991.0,5307.0,43.43,77.59,3.02,0.36,3.39,0.22,45.83,5.9,3308.55,0.33357531760435566,0.6387839879154079,0.4562500000000001,0.3500000000000001,0.526466967583094,0.6221198156682028,0.488,5
Mazowieckie,2024,113.0,39396.0,32630.0,1548.0,124.0,137618.0,3685.0,5508322.0,23224.0,59.24,71.52,2.81,0.23,3.04,0.21,42.16,6.69,3558.35,0.6205081669691469,0.5241691842900301,0.2375,0.3,0.3758719737382026,0.8041474654377881,0.477,6
Opolskie,2024,28.0,5579.0,3363.0,273.0,28.0,34123.0,587.0,930296.0,3940.0,36.15,59.97,2.93,0.3,3.24,0.3,42.35,6.31,3407.68,0.20145190562613424,0.3060800604229607,0.3625000000000001,0.75,0.3836684448091917,0.7165898617511519,0.453,7
Warmińsko-Mazurskie,2024,41.0,8216.0,4357.0,370.0,27.0,69545.0,916.0,1349172.0,6128.0,32.29,60.9,2.74,0.2,2.94,0.3,45.42,6.79,3646.41,0.13139745916515422,0.3236404833836858,0.1749999999999999,0.75,0.5096430036930654,0.8271889400921659,0.453,7
Dolnośląskie,2024,71.0,17630.0,14395.0,850.0,51.0,87538.0,1729.0,2868242.0,12355.0,50.19,61.47,2.96,0.18,3.14,0.25,43.08,6.03,3374.4,0.45626134301270405,0.3344033232628399,0.30000000000000004,0.5000000000000001,0.4136233073450964,0.652073732718894,0.443,9
Podkarpackie,2024,39.0,14452.0,7856.0,579.0,123.0,67926.0,1341.0,2062997.0,8686.0,38.08,70.05,2.81,0.6,3.4,0.19,42.1,6.5,3563.03,0.23647912885662423,0.4964123867069486,0.46249999999999997,0.20000000000000007,0.37340993024210106,0.7603686635944701,0.422,10
Małopolskie,2024,74.0,21940.0,16974.0,989.0,116.0,92630.0,2212.0,3429084.0,13429.0,49.5,63.98,2.88,0.34,3.22,0.22,39.16,6.45,3467.22,0.44373865698729575,0.38179758308157097,0.3500000000000001,0.3500000000000001,0.25276979893311435,0.7488479262672811,0.421,11
Zachodniopomorskie,2024,43.0,8468.0,6617.0,518.0,38.0,53434.0,1091.0,1622760.0,6236.0,40.78,52.18,3.19,0.23,3.43,0.26,38.43,6.72,3132.74,0.28548094373865696,0.158987915407855,0.4812500000000001,0.5500000000000002,0.2228149363972097,0.8110599078341013,0.418,12
Kujawsko-Pomorskie,2024,43.0,12536.0,7960.0,564.0,79.0,89407.0,1076.0,1984479.0,8377.0,40.11,63.17,2.84,0.4,3.24,0.22,42.21,5.42,3518.58,0.27332123411978215,0.36650302114803635,0.3625000000000001,0.3500000000000001,0.3779236766516209,0.511520737327189,0.374,13
Wielkopolskie,2024,61.0,18592.0,13447.0,1177.0,117.0,102723.0,2208.0,3479986.0,13511.0,38.64,53.43,3.38,0.34,3.72,0.18,38.82,6.34,2956.66,0.2466424682395644,0.18259063444108764,0.6625000000000002,0.15,0.23881821912187118,0.7235023041474654,0.367,14
Lubuskie,2024,24.0,4998.0,3002.0,272.0,39.0,39145.0,624.0,969819.0,3693.0,30.95,51.54,2.8,0.4,3.21,0.25,38.08,6.43,3565.51,0.10707803992740468,0.1469033232628399,0.34374999999999994,0.5000000000000001,0.20845301600328267,0.7442396313364055,0.342,15
Pomorskie,2024,38.0,12076.0,10710.0,635.0,38.0,73516.0,1310.0,2359493.0,7796.0,45.39,51.18,2.69,0.16,2.85,0.16,33.04,5.55,3715.74,0.369147005444646,0.14010574018126892,0.11875,0.05000000000000005,0.001641362330734475,0.5414746543778801,0.204,16
